id,akkadian,english
Q004699,ana d U . GUR UMUN - šú m d sál - ma - nu - MAŠ GAR d BAD ŠID AŠ A AŠ - PAP - A ŠID AŠ A TUKUL - MAŠ ŠID AŠ - ma ana TI - šú SILIM NUMUN - šú SILIM KUR - šú BA KUR - ti m d AMAR . UTU - SIG₅ MAN KUR . ZÁLAG ina KÁ . GAL ⸢ TIBIRA ⸣ šá ŠÀ - URU,"Fo the god Nergal , his lord : Shalmaneser ( III ) , appointee of the god Enlil , vice-regent of ( the god ) Aššur , son of Ashurnasirpal ( II ) , vice-regent of ( the god ) Aššur , son of Tukultī-Ninurta ( II ) , ( who was ) also vice-regent of ( the god ) Aššur , dedicated ( this ) for his life , the well-being of his seed , ( and ) the well-being of his land . Booty from Marduk-mudammiq , the king of the land Namri . At the Tabira Gate in the Inner City ( Aššur ) ."
Q004700,[ ana d IMIN ] . BI DINGIR . MEŠ GAL . MEŠ a - li - li gít - ma - lu - tú ra - ʾi - mu - ut ṣu - ṣe - e mu - ⸢ tal ⸣ - li - ku sa - an - ga - ni ḫa - i - ṭu ⸢ AN ⸣ - e KI - ti mu - ki - nu eš - re - ti še - mu - ú ik - ri - bi TI - ú un - ni - ni ma - ḫi - ru tés - li - ti [ mu - šam ] - ⸢ ṣu ⸣ - ú mal lìb - bi mu - šam - qi - tú za - a - a - ri re - me - nu - tú šá su - pu - šú - nu DÙG . GA a - ši - bu - ut [ NINA . KI URU ? ] - a EN . MEŠ GAL . MEŠ EN . MEŠ - a m d sál - ma - nu - SAG . KAL GAR d BAD ⸢ ŠID ⸣ aš - šur ⸢ DUMU ⸣ aš - šur - PAP - IBILA [ GAR d BAD ] ŠID aš - šur DUMU tukul - ti - d ⸢ MAŠ ⸣ GAR d BAD ŠID aš - šur ana TI ZI . MEŠ - a GÍD . DA UD . MEŠ - a ⸢ šúm ⸣ - ud ⸢ MU ⸣ . MEŠ - a [ SILIM ] ⸢ NUMUN ⸣ - a KUR - a PAP GIŠ . AŠ . TI ŠID - ⸢ ti ⸣ - a za - i - ri - ia ana qa - me - e kúl - lat ge - ri - a ana ḫu - lu - qi [ mal - ki KÚR ] . MEŠ - a ana GÌR . II . MEŠ - a šuk - nu - ⸢ še ana ⸣ d IMIN . BI EN . MEŠ - a NÍG . BA,"[ For the ] Sebetti , the great gods , the noble warriors , the lovers of marshes who march about on mountain paths , the one ( s ) who survey heaven ( and ) netherworld , the one ( s ) who maintain shrines , heed prayers , accept petitions , ( and ) receive requests , [ the one ( s ) who ] fulfil desires , the one ( s ) who lay low enemies , the compassionate ( gods ) to whom it is good to pray , the one ( s ) who dwell in [ Nineveh ] , my [ city ] , the great lords , my lords : Shalmaneser ( III ) , appointee of the god Enlil , vice-regent of ( the god ) Aššur , son of Ashurnasirpal ( II ) , [ appointee of the god Enlil ] , vice-regent of ( the god ) Aššur , son of Tukultī-Ninurta ( II ) , appointee of the god Enlil , vice-regent of ( the god ) Aššur . I dedicated ( this ) to the Sebetti , my lords , for my life so that my days might be long , my years be many , ( for ) [ the well-being of ] my seed ( and ) land , ( for ) the safekeeping of my vice-regal throne , for the scorching of my enemies , for the destruction of all of my foes , ( and ) to make [ rulers who oppose ] me bow down at my feet ."
Q004701,a - na d U . GUR a - šib URU . tar - bi - ṣi ⸢ EN ⸣ - šú m d sál - man - MAŠ MAN GAL MAN KAL MAN ŠÚ MAN KUR ⸢ aš - šur ⸣ . KI [ a - na ] TI ⸢ ZI ⸣ - ME - šú GÍD ⸢ u₄ ⸣ - me - šú ⸢ šúm - ud ⸣ [ MU . MEŠ - šú SILIM ] ⸢ NUMUN ? ⸣ - [ šú KUR - šú ] BA,"For the god Nergal , who dwells in the city Tarbiṣu , his lord : Shalmaneser ( III ) , great king , strong king , king of the world , king of Assyria , dedicated ( this ) [ for ] his life so that his days might be long , [ his years ] be many , [ ( for ) the well-being of his ] seed [ ( and ) land ] ."
Q004702,< ana > d MAR . TU EN - šú m d sál - ma - nu - MAŠ GAR d BAD [ ŠID aš - šur ] A aš - šur - PAP - A ŠID AŠ A TUKUL - MAŠ ŠID AŠ - ma ana TI ⸢ ZI ⸣ . MEŠ - a ⸢ GÍD ⸣ [ UD . MEŠ - a ] šúm - ud MU . MEŠ - ia SILIM ⸢ NUMUN ⸣ - a KUR - ⸢ a ana ⸣ d MAR . TU EN - [ ia a ] - qiš,"< For > the god Amurru , his lord : Shalmaneser , appointee of the god Enlil , [ vice-regent of Aššur ] , son of Ashurnasirpal ( II ) , vice-regent of Aššur , son of Tukultī-Ninurta ( II ) , ( who was ) also vice-regent of Aššur . [ I ] dedicated ( this ) to the god Amurru , [ my ] lord , for my life so that my days might be long , my years be many , ( for ) the well-being of my seed ( and ) land ."
Q004704,m d sál - ma - nu - MAŠ MAN KAL MAN KIŠ MAN KUR AŠ DUMU m AŠ - PAP - A MAN KAL MAN KIŠ MAN KUR AŠ DUMU m TUKUL - MAŠ MAN KUR AŠ - ma DÙ BÀD URU . ŠÀ - URU,"Shalmaneser ( III ) , strong king , king of the world . king of Assyria , son of Ashurnasirpal ( II ) . strong king . king of the world , king of Assyria , son of Tukultī-Ninurta ( II ) . ( who was ) also king of Assyria : builder of the wall of the Inner City ( Aššur ) ."
Q004705,m d sál - ma - nu - MAŠ MAN ŠÚ A AŠ - PAP - A MAN ŠÚ A TUKUL - MAŠ MAN ŠÚ - ma šá BÀD URU . ŠÀ - URU,"Shalmaneser ( III ) , king of the world , son of Ashurnasirpal ( II ) , king of the world , son of Tukultī-Ninurta ( II ) , ( who was ) also king of the world : belonging to the wall of the Inner City ( Aššur ) ."
Q004706,m d sál - [ ma - nu - SAG ] MAN KIŠ ⸢ MAN ⸣ [ KUR aš - šur ] A AŠ - PAP - A ⸢ MAN ⸣ [ KUR aš - šur ] A TUKUL - MAŠ MAN KUR ⸢ AŠ ⸣ - [ ma ] DÙ KÁ . GAL ⸢ TIBIRA ⸣,"Shal [ maneser ( III ) ] , king of the world , king [ of Assyria ] , son of Ashurnasirpal ( II ) , king [ of Assyria ] , son of Tukultī-Ninurta ( II ) , [ ( who was ) also ] king of Assyria : builder of the Tabira Gate ."
Q004707,É . GAL m d sál - ma - nu - MAŠ MAN KIŠ MAN KUR aš - šur A m aš - šur - PAP - A MAN KUR aš - šur A TUKUL - MAŠ MAN KUR aš - šur - ma ki - sir - tú šá É d a - nim u d IŠKUR,"Palace of Shalmaneser ( III ) , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , king of Assyria , son of Tukultī-Ninurta ( II ) , ( who was ) also king of Assyria : facing of the temple of the gods Anu and Adad ."
Q004708,⸢ m d sál - ma - nu - MAŠ ⸣ ŠID AŠ aš - šur ba - nu KISAL AŠ aš - šur,"Shalmaneser ( III ) , vice-regent of ( the god ) Aššur , builder of the courtyard of ( the god ) Aššur ."
Q004709,É . GAL m d sál - ma - nu - MAŠ MAN GAL MAN dan - nu MAN KIŠ MAN KUR aš - šur A aš - šur - PAP - IBILA MAN KUR d aš - šur A GIŠ . TUKUL - d MAŠ MAN KUR d aš - šur - ma,"Palace of Shalmaneser ( III ) , great king , strong king , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , king of Assyria , son of Tukultī-Ninurta ( II ) , ( who was ) also king of Assyria ."
Q004710,É . GAL m d sál - ma - nu - MAŠ MAN GAL MAN dan - nu MAN ŠÚ MAN KUR AŠ A AŠ - PAP - A MAN ŠÚ MAN KUR AŠ A TUKUL - MAŠ MAN KUR AŠ - ma,"Palace of Shalmaneser ( III ) , great king , strong king , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , king of the world , king of Assyria , son of Tukultī-Ninurta ( II ) , ( who was ) also king of Assyria ."
Q004711,É . GAL m d sál - ma - nu - MAŠ MAN ŠÚ MAN KUR AŠ A AŠ - PAP - A MAN ŠÚ MAN KUR AŠ A TUKUL - d MAŠ MAN ŠÚ MAN KUR AŠ - ma,"Palace of Shalmaneser ( III ) , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , king of the world , king of Assyria , son of Tukultī-Ninurta ( II ) , ( who was ) also king of the world ( and ) king of Assyria ."
Q004712,É . GAL m d sál - ma - nu - MAŠ ⸢ MAN ⸣ [ kiš - ša - ti MAN KUR ] AŠ A AŠ - PAP - A MAN ŠÚ MAN KUR AŠ,"Palace of Shalmaneser ( III ) , king [ of the world , king of ] Assyria , son of Ashurnasirpal ( II ) , king of the world ( and ) king of Assyria ."
Q004713,m d sál - ma - nu - MAŠ GAR BAD ŠID aš - šur A aš - šur - PAP - A ŠID aš - šur A TUKUL - MAŠ ŠID aš - šur - ma,"Shalmaneser ( III ) , appointee of ( the god ) Enlil , vice-regent of ( the god ) Aššur , son of Ashurnasirpal ( II ) , vice-regent of ( the god ) Aššur , son of Tukultī-Ninurta ( II ) , ( who was ) also vice-regent of ( the god ) Aššur ."
Q004714,É . GAL m d sál - ma - nu - MAŠ MAN KUR AŠ A m AŠ - PAP - A MAN KUR AŠ A m TUKUL - MAŠ MAN KUR AŠ - ma,"Palace of Shalmaneser ( III ) , king of Assyria , son of Ashurnasirpal ( II ) , king of Assyria , son of Tukultī-Ninurta ( II ) , ( who was ) also king of Assyria ."
Q004715,É . GAL m d sál - ma - nu - MAŠ MAN ŠÚ MAN KUR AŠ A aš - šur - PAP - A MAN ŠÚ MAN KUR AŠ,"Palace of Shalmaneser ( III ) , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , king of the world , king of Assyria ."
Q004716,m d sál - ma - nu - MAŠ MAN GAL - ú MAN dan - nu MAN ŠÚ MAN KUR AŠ A m AŠ - PAP - A MAN GAL - ú MAN dan - nu MAN ŠÚ MAN KUR AŠ A m TUKUL - MAŠ MAN ŠÚ MAN KUR AŠ - ma ri - ṣip - tú U₆ . NIR šá URU . kal - ḫi,"Shalmaneser , great king , strong king , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , great king , strong king , king of the world , king of Assyria , son of Tukultī-Ninurta ( II ) , ( who was ) also king of the world ( and ) king of Assyria : construction of the ziggurat of the city Kalḫu ."
Q004718,[ É . GAL ? m ] ⸢ d ⸣ sál - ma - nu - MAŠ [ MAN KUR AŠ A m ] ⸢ d ⸣ AŠ - PAP - A MAN KUR AŠ [ A TUKUL - d MAŠ MAN ] KUR AŠ - ma [... ] x KÚ LÁ E TI LIŠ x [... ],"[ Palace of ] Shalmaneser ( III ) , king of Assyria , son of ] Ashurnasirpal ( II ) , king of Assyria , [ son of Tukultī-Ninurta ( II ) ] , ( who was ) also [ king of ] Assyria : [ ... ] eating , ... [ ... ] ."
Q004719,É . GAL m d sál - ma - nu - MAŠ MAN GAL MAN dan - nu MAN KIŠ MAN KUR aš - šur A aš - šur - PAP - A MAN GAL MAN dan - nu MAN KIŠ MAN KUR aš - šur A TUKUL - d MAŠ MAN GAL MAN dan - nu MAN KIŠ MAN KUR aš - šur - ma,"Palace of Shalmaneser ( III ) , great king , strong king , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , great king , strong king , king of the world , king of Assyria , son of Tukultī-Ninurta ( II ) , ( who was ) also great king , strong king , king of the world , ( and ) king of Assyria ."
Q004720,[ É . GAL m d sál - ma - nu ] - MAŠ MAN ŠÚ MAN KUR AŠ A AŠ - PAP - A [ MAN kiš - ša - ti MAN KUR aš - šur A tukul - ti ] - d MAŠ MAN ŠÚ MAN KUR AŠ - ma [... ] DIŠ NA₄ x x,"[ Palace of Shalman ] eser ( III ) , king of the world , king of Assyria , son of Ashurnasirpal ( II ) , [ king of the world , king of Assyria , son of Tukultī ] -Ninurta ( II ) , ( who was ) also king of the world ( and ) king of Assyria : [ ... ] stone ..."
Q004721,[ É ] . GAL m d sál - [ ma - nu - MAŠ ... ] A m AŠ - PAP - A MAN GAL - ú [... ] A m TUKUL - MAŠ MAN GAL - ú [... ] É d INANNA ša ⸢ NINA ? ⸣ . KI [(... )],"Palace of Shal [ maneser ( III ) , ... ] , son of Ashurnasirpal ( II ) , great king , [ ... ] , son of Tukultī-Ninurta ( II ) , great king , [ ... ] : temple of the goddess Ištar of N [ ineveh ( ... ) ] ."
Q004722,[... ] x [... ] [... ] AŠ - PAP - IBILA [... ] [ ina NAM ] . ⸢ SAG ⸣ LUGAL - ti - ia [ ina maḫ - re - e BALA - ia ] [ ša ina GIŠ ] . ⸢ GU ⸣ . ZA LUGAL - ⸢ te ⸣ [ GAL - iš ú - ši - bu ... ] [ x x x ] x ú x [... ] x x [... ] [ URU . si - me ] - ⸢ ra ? ⸣ URU . ul - [ ma - ni - a ? ] ⸢ URU ⸣ . MEŠ - ⸢ ni ⸣ [... ] [ šal - la - su ? ] - ⸢ nu ⸣ NÍG . ŠU . MEŠ - šu - ⸢ nu ⸣ [ NÍG ] . ⸢ GA ⸣ . MEŠ - šu - ⸢ nu ⸣ [... ] [ ina 2 BALA . MEŠ - ia ? ina tukul - ti aš - šur ? ] EN GAL - i [ EN ] - ia GIŠ . ⸢ GIGIR ⸣ . [ MEŠ ERIM . ḪI . A . MEŠ - ia ad - ke ] [... ] x al - li - ki URU . x [... ] [... pit ? ] - ⸢ ḫal ⸣ - le - e . MEŠ ú - [... ] [... ] - šú - nu GU₄ . ⸢ MEŠ ⸣ - [ šu - nu ... ] [... ] ⸢ šá ⸣ x [... ] [... ] ša ⸢ sál ? ⸣ - ma - nu - [ SAG ? ... ] [... a - lik ] pa - ni - ia e - pu - [ šu ... ] [... ] a - šar - šu ú - me - si [... ] [... TA ] ⸢ uš ⸣ - še - šu ⸢ a - di ⸣ gaba - dib - be - ⸢ šu ⸣ [... ] [... a ] - ⸢ gu ? ⸣ - re - e x [( x )] il - mi [... ] [... NA₄ . NA ] . ⸢ RÚ ⸣ . A . MEŠ ⸢ áš ? ⸣ - [ ṭu ] - ⸢ ur ⸣ i - na qé - [ re - bi - šú áš - kun ] [(... ) man - nu ša ši ] - ṭir ⸢ šu ⸣ - [ mi - a ] ú - ⸢ na ⸣ - [ ak - ki - ru ... ] [... ] ⸢ šá ⸣ i - na MAN . MEŠ ⸢ AD ? ⸣ . [ MEŠ ... ] [... ] ⸢ lu ⸣ - ú [... ],"[ ... ] Ashurnasirpal ( II ) [ ... ] [ In ] my accession year ( and ) [ in my first regnal year , after I sat on ] the throne of ( my ) royal majesty [ in a grandiose manner , ... Simer ] ra , Ul [ mānia ] , cities [ ... I carried off ] from them [ booty ] , property , ( and ) possessions . [ ( ... ) ] [ In my second regnal year , with the support of ( the god ) Aššur ] , the great lord , my [ lord , I mustered my ] chariotry ( and ) [ army ( and ) ] marched [ to ... I ( besieged and ) captured ] the city [ ... I carried off ... ] cavalry , [ ... ] their [ ..., their ] oxen [ ... ] [ ... ] which Shalman [ eser ( I ) , ... who ] came before me , had built , [ had become old and dilapidated ] . I delineated its area [ ... I built ( it ) from ] its foundations to its crenellations . [ ... ] baked bricks ... surrounded [ ... ] . I wrote out commemorative inscriptions ( and ) [ deposited them ] therein . [ ( ... ) ( As for ) whoever ] removes [ my ] inscriptions , [ ... ] who among the kings , ( my ) ancestors , [ ... ] , may [ ... ]"
Q004723,URU . MEŠ - šú - nu ú - ḫap - pi - ma ILLAT . MEŠ - šú - nu [... ] UN . MEŠ - šú - nu áš - lu - lam - ma a - na KUR - ia ⸢ ú ⸣ - [ bíl - šú - nu - ti ? ... ] KUR . su - un - ba - a - a KUR . ḫu - bu - uš - ka - a - a u KUR . x - [... ] KUR . al - lab - ri - a - a KUR . ZÁLAG - a - a KUR . pad - di - ra - a - ⸢ a ⸣ [... ] ⸢ KUR ⸣ . gu - tu - ú ERIM . MEŠ KUR - i šá x [... ] ⸢ KUR ⸣ . MEŠ - e né - su - ú - ti šá [... ] [ x x ] x - i a - ḫa - meš it - ta - šu - ni x [... ] [... ] x KUR . a - mat - a - a KUR . šá - [... ] [... ] x ḫi [... ],"I smashed their cities and [ ... ] their forces [ ... ] I carried off their people and brought ( them ) to my land [ ... ] the people of the lands Sumbi , Ḫubuškia , [ ... ] , Allabria , Namri , Paddira , [ ... ] . ( 5´ ) The land Gutium , the warriors of the mountains who [ ... ] . Distant mountains that [ ... ] together they took away [ ... ] the people of the lands Hamath , Ša [ ..., ... ] ... [ ... ]"
Q004724,ana d ḫal - la - - su - a UMUN - šú m d SILIM - MAŠ ŠID aš - šur BA,"For the god Ḫallasua , his lord : Shalmaneser ( III ) , vice-regent of ( the god ) Aššur , dedicated ( this ) ."
Q004725,É . GAL m d sál - ma - nu - - SAG MAN KUR aš - šur,"Palace of Shalmaneser ( III ) , king of Assyria ."
Q004726,[... ] u TI - ia x [... ] [... ] ù d IŠKUR ik - ⸢ ri ⸣ - [ bi - šu i - še - mu - ú ... ] [ ša x x x a - na áš ] - ri ša - ni - ma i - šá - [ kan ... ] [... ] AN - e ù KI - te x [... ],"[ I dedicated this for ... ] and my life [ ( ... ) ] . [ ( As for ) a future ruler who ... The gods Aššur ] and Adad [ will ( then ) listen to his ] prayers . [ ( As for ) whoever ] puts [ my inscription in ] another place , [ ... may ..., the gods of ] heaven and netherworld , [ destroy him ] ."
Q004732,[ a ] - na ⸢ d ? ⸣ [... ] ⸢ MAN ⸣ dan - nu MAN ŠÚ MAN [... ] MAN GAL - u MAN dan - [ nu ... ] ina šur - rat ⸢ MAN ⸣ - [ ti - ia ... ] ina ILLU - šú [... ] ina x x [... ] x [... ],"For the deity [ ..., ...: ... ] strong king , king of the world , king of [ Assyria , son of ..., ... ] , great king , strong king , [ king of the world , king of Assyria ( ... ) ] . In [ my ] accession year [ ..., I crossed the ... River ] , which was in flood , [ ... ] in ... [ ... ] ... [ ... ]"
Q004735,[ ana d U ] . GUR dan - dan - ni MAḪ SAG . KAL ši - tar - [ ḫi ... ] [ ša ? ] ⸢ e ⸣ - mu - qi gít - ma - lum ma - lu - [ u ... ] [ a ] - ⸢ šib ⸣ URU . tar - bi - ṣa EN GAL EN - [ ia (... )] [ m EN ] - lu - TI LÚ . tar - ta - nu LÚ . ⸢ NIMGIR ? ⸣ [ GAL - ú (... )] [ ana ] ⸢ TI ⸣ ZI . MEŠ - a GÍD UD . MES [(... ) BA ],"[ For the god ] Nergal , the all-powerful ( and ) exalted one , the splendidly preeminent one , [ ..., the one who possesses ] strength , the perfect one who is replete with [ ... ] , the one who dwells in the city Tarbiṣu , the great lord , [ my ] lord : [ ( I , ) Bēl ] -lūballiṭ , the field marshal ( and ) [ chief ] herald , [ dedicated ( this ) for ] my life so that [ my ] days might be long [ ( ... ) ] ."
Q004736,ṣa - lam m EN - lu - TI . LA LÚ . tur - ta - a - ni LÚ . NIMGIR GAL - ú LÚ . ŠÀ . TAM É . KUR . MEŠ LU . GAL ERIM . ḪI DAGAL - šu LÚ . GAR . KUR URU . ta - bi - ti URU . KASKAL - ni URU . ḫu - zi - ri - na URU . BÀD KUR . qi - ba - ni KUR . za - al - lu URU . ba - li - ḫu,"Monument of Bēlu-lū-balliṭ , the field marshal , the great herald , the administrator of temples , the chief of the extensive troops , ( and ) the governor of the cities Tabite , Ḫarrān , Ḫuzīrīna , ( and ) Dūru , the lands Qipāni ( and ) ( I ) zalla , ( and ) the city Balīḫu ."
Q004737,aš - šur EN ⸢ GAL ⸣ d IŠKUR EN GAL pu - ú - ru šá m ia - ḫa - li ⸢ AGRIG GAL ⸣ ⸢ šá ⸣ m d sál - - ma - nu - SAG MAN KUR aš - šur LÚ . GAR . KUR URU . kip - šú - ni KUR . qu - me - ni KUR . me - eḫ - ra - ni KUR . ú - ⸢ qi ⸣ KUR . e - ri - ⸢ mi ? ⸣ GAL ka - a - ri ina li - mì - šú pu - ri - šú BURU₁₄ KUR aš - šur SI . SÁ lid SIG₅ ina IGI aš - šur d IŠKUR pu - ur - šu li - ⸢ da ⸣ - a,"( The god ) Aššur , the great lord , ( and ) the god Adad , the great lord : die of Aya-ḫālu , ( 5 ) the chief treasurer of Shalmaneser ( III ) — king of Assyria — the governor of ( 10 ) the city Kipšūnu , the lands Qumanî , Meḫrāni , Uqi , ( and ) Eri mi ; chief of customs : In his eponymy ( and the period allotted by ) his die , may the harvest of Assyria prosper well . May he throw his die before the gods Aššur ( and ) Adad ."
